material_id,formula_pretty,spacegroup_number,wyckoff_positions
mp-xwr,K4CaU3O12,229,"K:4c,Ca:1a,U:3b,O:6d,O:6e"
mp-xxg,Pr2Te2O7,227,"Pr:4d,Te:4c,O:12f,O:2b"
mp-xxk,Sr(Ni5P3)2,64,"Sr:2b,Ni:4f,Ni:4e,Ni:4f,Ni:8g,P:4e,P:4f,P:4f"
mp-xxn,Pr4Si2S3O7,141,"Pr:8g,Pr:8h,Si:8h,S:2b,S:2a,S:8f,O:4e,O:8h,O:16i"
mp-xxo,Sm4Au2O9,60,"Sm:8d,Sm:8d,Au:8d,O:8d,O:8d,O:8d,O:8d,O:4c"
mp-xxr,Pr3ReO8,14,"Pr:4e,Pr:4e,Pr:4e,Re:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e"
mp-xxs,Dy3Si3O10F,14,"Dy:4e,Dy:4e,Dy:4e,Si:4e,Si:4e,Si:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,F:4e"
mp-xxt,Ho3Si3O10F,14,"Ho:4e,Ho:4e,Ho:4e,Si:4e,Si:4e,Si:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,F:4e"
mp-xxv,Na2Sn2Se5,61,"Na:8c,Na:8c,Sn:8c,Sn:8c,Se:8c,Se:8c,Se:8c,Se:8c,Se:8c"
mp-xyh,SrCu2GeSe4,40,"Sr:2a,Cu:4c,Ge:2b,Se:2b,Se:4c,Se:2b"
mp-ckg,PPd6,14,"P:4e,Pd:4e,Pd:4e,Pd:4e,Pd:4e,Pd:4e,Pd:4e"
mp-xyi,Na6S2O9,225,"Na:6e,S:2c,O:1a,O:8f"
mp-xyj,Li6Ca12Re4N16O3,220,"Li:12d,Ca:24e,Re:8c,N:24e,N:8c,O:6b"
mp-xyl,Tl2B2Se7,15,"Tl:4f,B:4f,Se:4f,Se:4f,Se:4f,Se:2e"
mp-xym,Rb2B2Se7,15,"Rb:4f,B:4f,Se:4f,Se:4f,Se:4f,Se:2e"
mp-xyn,Mn6AgP7O24,11,"Mn:4f,Mn:4f,Mn:4f,Ag:2e,P:4f,P:4f,P:2e,P:4f,O:4f,O:4f,O:4f,O:4f,O:4f,O:2e,O:2e,O:4f,O:4f,O:4f,O:4f,O:4f,O:4f"
mp-xyr,Tm4Zn5Ge6,36,"Tm:2a,Tm:2a,Tm:2a,Tm:2a,Zn:2a,Zn:2a,Zn:2a,Zn:2a,Zn:2a,Ge:2a,Ge:2a,Ge:2a,Ge:2a,Ge:2a,Ge:2a"
mp-ckh,Ba3Si4,136,"Ba:4d,Ba:4e,Ba:4f,Si:8j,Si:8i"
mp-xys,Lu4Zn5Ge6,36,"Lu:2a,Lu:2a,Lu:2a,Lu:2a,Zn:2a,Zn:2a,Zn:2a,Zn:2a,Zn:2a,Ge:2a,Ge:2a,Ge:2a,Ge:2a,Ge:2a,Ge:2a"
mp-xyw,Rb2SiO3,14,"Rb:4e,Rb:4e,Rb:4e,Rb:4e,Rb:4e,Rb:4e,Si:4e,Si:4e,Si:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e"
mp-gg,Yb,225,Yb:1a
mp-cki,Si2W,139,"Si:2e,W:1a"
mp-xzl,K3La(PS4)2,14,"K:4e,K:4e,K:4e,La:4e,P:4e,P:4e,S:4e,S:4e,S:4e,S:4e,S:4e,S:4e,S:4e,S:4e"
mp-xzw,Si,227,"Si:2a,Si:8e,Si:24g"
mp-xzz,TlTe,140,"Tl:8k,Te:2a,Te:2b,Te:4h"
mp-yab,Y3Si3Rh,12,"Y:2i,Y:2i,Y:2i,Si:2i,Si:2i,Si:2i,Rh:2i"
mp-yac,TaS2,160,"Ta:1a,Ta:1a,S:1a,S:1a,S:1a,S:1a"
mp-yad,Zn3Ni2Ge,227,"Zn:12f,Ni:8e,Ge:4c"
mp-yae,YS2,227,"Y:2a,S:4d"
mp-ckl,ErS,225,"Er:1a,S:1b"
mp-yag,Tb5Sb3,193,"Tb:6g,Tb:4d,Sb:6g"
mp-yak,CsAg3Se2,12,"Cs:2i,Ag:2i,Ag:2i,Ag:2i,Se:2i,Se:2i"
mp-yam,KAgSe,129,"K:2c,Ag:2a,Se:2c"
mp-yan,La(SiAg)2,139,"La:1a,Si:2e,Ag:2d"
mp-yao,Li2AgSb,216,"Li:1c,Li:1b,Ag:1d,Sb:1a"
mp-yaq,Ag3Sb,59,"Ag:2b,Ag:4e,Sb:2a"
mp-yar,YbSiAg,189,"Yb:3g,Si:2c,Si:1b,Ag:3f"
mp-yav,CaSbAu,194,"Ca:2a,Sb:2d,Au:2c"
mp-yaw,CdSbAu,216,"Cd:1b,Sb:1a,Au:1d"
mp-yaz,Th(GeAu)2,139,"Th:1a,Ge:2e,Au:2d"
mp-ckn,SnSb,221,"Sn:1b,Sb:1a"
mp-yba,Th(SiAu)2,139,"Th:1a,Si:2e,Au:2d"
mp-ybb,Yb(SiAu)2,139,"Yb:1a,Si:2e,Au:2d"
mp-ybc,BaCaGe,62,"Ba:4c,Ca:4c,Ge:4c"
mp-ybd,BaCaSi,62,"Ba:4c,Ca:4c,Si:4c"
mp-ybe,BaCuP,194,"Ba:2a,Cu:2d,P:2c"
mp-ybi,CaCdGe,189,"Ca:3g,Cd:3f,Ge:2c,Ge:1b"
mp-ybj,Ca(GeIr)2,139,"Ca:1a,Ge:2e,Ir:2d"
mp-ybk,Ca(GePd)2,139,"Ca:1a,Ge:2e,Pd:2d"
mp-ybl,Ca(GeRh)2,139,"Ca:1a,Ge:2e,Rh:2d"
mp-ybn,CaZnGe,194,"Ca:2a,Zn:2c,Ge:2d"
mp-ybo,LiCaSb,62,"Li:4c,Ca:4c,Sb:4c"
mp-ybq,CaZnSi,194,"Ca:2a,Zn:2c,Si:2d"
mp-ybr,Dy2CdS4,227,"Dy:4c,Cd:2b,S:8e"
mp-ybs,CdGeP2,225,"Cd:1a,Ge:1b,P:2c"
mp-ckp,Mo2S3,11,"Mo:2e,Mo:2e,S:2e,S:2e,S:2e"
mp-ybv,Li2CdSb,225,"Li:2c,Cd:1a,Sb:1b"
mp-ybw,Ce(FeP3)4,204,"Ce:1a,Fe:4c,P:12g"
mp-ybz,CeScGe,139,"Ce:2e,Sc:2c,Ge:2e"
mp-ckq,TeRh,194,"Te:2c,Rh:2a"
mp-yce,Ca2Sb2O7,74,"Ca:2c,Ca:2a,Sb:2d,Sb:2b,O:8j,O:2e,O:4h"
mp-ycf,Cd2Sb2O7,74,"Cd:2d,Cd:2a,Sb:2c,Sb:2b,O:8j,O:2e,O:4h"
mp-ycg,KNa2Li3Cr2(Si2O5)6,192,"K:2a,Na:4d,Li:6f,Cr:4c,Si:24m,O:12l,O:24m,O:24m"
mp-ych,KNa2Li3Fe2(Si2O5)6,192,"K:2a,Na:4d,Li:6f,Fe:4c,Si:24m,O:12l,O:24m,O:24m"
mp-ycl,NdRh3C,221,"Nd:1a,Rh:3c,C:1b"
mp-ckr,Th2Au,140,"Th:4h,Au:2a"
mp-yco,ZnNi3C,221,"Zn:1a,Ni:3c,C:1b"
mp-ycp,NaZr2PdF11,12,"Na:1a,Zr:2i,Pd:1c,F:4j,F:1d,F:2g,F:2i,F:2i"
mp-ycr,KSbO3,227,"K:4c,Sb:4d,O:12f"
mp-ycu,Sc2C3,220,"Sc:8c,C:12d"
mp-ycv,Sc3SnC,221,"Sc:3c,Sn:1a,C:1b"
mp-cks,Zr3Hg,223,"Zr:6c,Hg:2a"
mp-yda,Tb6O11,2,"Tb:2i,Tb:2i,Tb:2i,Tb:2i,Tb:2i,Tb:2i,Tb:2i,Tb:2i,Tb:2i,Tb:2i,Tb:2i,Tb:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-ydc,YPPt,187,"Y:1a,P:1f,Pt:1d"
mp-ydd,ScPRu,189,"Sc:3g,P:2c,P:1b,Ru:3f"
mp-ydf,Sr2MgIrO6,225,"Sr:2c,Mg:1a,Ir:1b,O:6e"
mp-ydl,TbSbPt,216,"Tb:1b,Sb:1a,Pt:1d"
mp-ydm,TmSbPt,216,"Tm:1b,Sb:1a,Pt:1c"
mp-ydn,GePt3,140,"Ge:2b,Pt:2a,Pt:4h"
mp-ydo,Co5As2,185,"Co:2a,Co:4b,Co:6c,Co:6c,Co:6c,Co:6c,As:2a,As:4b,As:6c"
mp-ydp,Si5Pt12,87,"Si:4h,Si:1a,Pt:8i,Pt:4h"
mp-ydq,RbTiS2,160,"Rb:1a,Ti:1a,S:1a,S:1a"
mp-ydr,Rb3Sb,194,"Rb:2b,Rb:4f,Sb:2c"
mp-cku,NdB4,127,"Nd:4g,B:4h,B:8j,B:4e"
mp-yds,MnCu2Sb,225,"Mn:1a,Cu:2c,Sb:1b"
mp-ydt,SrCuP,194,"Sr:2a,Cu:2d,P:2c"
mp-ydy,DyPPt,187,"Dy:1a,P:1f,Pt:1d"
mp-ydz,DySbPt,216,"Dy:1b,Sb:1a,Pt:1d"
mp-yea,DyS2,227,"Dy:2b,S:4c"
mp-yeb,ErSbPt,216,"Er:1b,Sb:1a,Pt:1d"
mp-yed,ErS2,227,"Er:2a,S:4d"
mp-yeg,Fe3PdN,221,"Fe:3c,Pd:1a,N:1b"
mp-yeh,Ti3FeS6,163,"Ti:4f,Ti:2c,Fe:2b,S:12i"
mp-yei,Zr2Fe3Si,194,"Zr:4f,Fe:6h,Si:2a"
mp-yej,Ga2HgTe4,82,"Ga:1b,Ga:1d,Hg:1a,Te:4g"
mp-yek,GaSi(MoS2)4,216,"Ga:1a,Si:1d,Mo:4e,S:4e,S:4e"
mp-ckw,MoSe2,194,"Mo:2c,Se:4f"
mp-yem,GdPPt,187,"Gd:1a,P:1f,Pt:1d"
mp-yen,Li2HgGe,225,"Li:2c,Hg:1b,Ge:1a"
mp-yeo,HoGe,63,"Ho:2c,Ge:2c"
mp-yep,LiInGe,216,"Li:1a,In:1b,Ge:1c"
mp-yev,LiNi2Ge,225,"Li:1b,Ni:2c,Ge:1a"
mp-ckx,TbMg,221,"Tb:1b,Mg:1a"
mp-yfc,TiNiGe,62,"Ti:4c,Ni:4c,Ge:4c"
mp-yfe,ZnNi2Ge,225,"Zn:1a,Ni:2c,Ge:1b"
mp-cky,Mn3Sb,221,"Mn:3c,Sb:1a"
mp-yfj,CoAsS,198,"Co:4a,As:4a,S:4a"
mp-yfk,SnTe,216,"Sn:1a,Te:1d"
mp-yfl,SnSb,216,"Sn:1a,Sb:1d"
mp-yfm,Cu2Se,225,"Cu:2c,Se:1a"
mp-ckz,Re2P,62,"Re:4c,Re:4c,P:4c"
mp-yfq,Th2Ge,140,"Th:4h,Ge:2a"
mp-yfr,ThGe2,65,"Th:2i,Ge:2j,Ge:1b,Ge:1d"
mp-yfs,ThGe2,63,"Th:2c,Ge:2c,Ge:2c"
mp-yft,UGe2,63,"U:2c,Ge:2c,Ge:2c"
mp-yfv,Ho5Ni19P12,189,"Ho:3g,Ho:2c,Ni:3g,Ni:6j,Ni:6k,Ni:3f,Ni:1a,P:6k,P:3f,P:3f"
mp-yfw,HoSbPt,216,"Ho:1b,Sb:1a,Pt:1d"
mp-yfx,Ho(SiPt)2,129,"Ho:2c,Si:2c,Si:2b,Pt:2c,Pt:2a"
mp-yfy,HoS2,227,"Ho:2b,S:4c"
mp-cla,SrAl2,227,"Sr:2a,Al:4d"
mp-yga,Nd2Te3,62,"Nd:4c,Nd:4c,Te:4c,Te:4c,Te:4c"
mp-ygb,NaMn6P7O24,11,"Na:2e,Mn:4f,Mn:4f,Mn:4f,P:4f,P:4f,P:2e,P:4f,O:4f,O:4f,O:4f,O:4f,O:4f,O:2e,O:2e,O:4f,O:4f,O:4f,O:4f,O:4f,O:4f"
mp-ygc,KCd6P7O24,11,"K:2e,Cd:4f,Cd:4f,Cd:4f,P:4f,P:4f,P:2e,P:4f,O:4f,O:4f,O:4f,O:4f,O:4f,O:2e,O:2e,O:4f,O:4f,O:4f,O:4f,O:4f,O:4f"
mp-ygd,Na3Cr2(AsO4)3,230,"Na:12c,Cr:8a,As:12d,O:48h"
mp-dpfwc,LiFePH2O5,4,"Li:2a,Fe:2a,P:2a,H:2a,H:2a,O:2a,O:2a,O:2a,O:2a,O:2a"
mp-dpfyr,LiCo(CO3)2,1,"Li:1a,Li:1a,Li:1a,Li:1a,Co:1a,Co:1a,Co:1a,Co:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-ygg,Sm4Mo4O11,55,"Sm:4g,Sm:4g,Sm:4h,Sm:4h,Mo:4g,Mo:4h,Mo:8i,O:4e,O:4g,O:4g,O:4h,O:4h,O:8i,O:8i,O:8i"
mp-dpfzy,Li5Fe3(SbO5)2,1,"Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Fe:1a,Fe:1a,Fe:1a,Fe:1a,Fe:1a,Fe:1a,Sb:1a,Sb:1a,Sb:1a,Sb:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpgbb,Li2Cr(CoO3)2,4,"Li:2a,Li:2a,Cr:2a,Co:2a,Co:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a"
mp-dpgbi,Co2O3F,36,"Co:2a,Co:2a,Co:2a,Co:2a,O:2a,O:2a,O:4b,O:4b,F:2a,F:2a"
mp-dpgbk,Li8(CoO2)5,1,"Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpgcm,Li7Co5O12,5,"Li:1a,Li:2c,Li:2c,Li:2c,Co:1b,Co:1b,Co:1b,Co:1a,Co:1a,O:2c,O:2c,O:2c,O:2c,O:2c,O:2c"
mp-dpgcp,CaLaFeWO6,1,"Ca:1a,Ca:1a,La:1a,La:1a,Fe:1a,Fe:1a,W:1a,W:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpger,CaLaFeNiO6,1,"Ca:1a,Ca:1a,La:1a,La:1a,Fe:1a,Fe:1a,Ni:1a,Ni:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpghk,ZnCoP2O7,1,"Zn:1a,Zn:1a,Co:1a,Co:1a,P:1a,P:1a,P:1a,P:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpgho,LaZnFeMoO6,1,"La:1a,La:1a,Zn:1a,Zn:1a,Fe:1a,Fe:1a,Mo:1a,Mo:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpgif,Li4NbCr5O12,12,"Li:8j,Nb:2a,Cr:2d,Cr:4h,Cr:4g,O:4i,O:4i,O:8j,O:8j"
mp-dpgil,NaV4Cd3O12,1,"Na:1a,V:1a,V:1a,V:1a,V:1a,Cd:1a,Cd:1a,Cd:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpgja,Li8(FeO2)5,1,"Li:2a,Li:2a,Li:2a,Li:2a,Li:2a,Li:2a,Li:2a,Li:2a,Fe:2a,Fe:2a,Fe:2a,Fe:2a,Fe:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a,O:2a"
mp-dpgjd,Li2V(CO3)2,4,"Li:4a,Li:4a,V:4a,C:4a,C:4a,O:4a,O:4a,O:4a,O:4a,O:4a,O:4a"
mp-dpgjl,Fe4OF6,15,"Fe:4f,Fe:4f,O:2e,F:4f,F:2e,F:4f,F:2e"
mp-dpgjo,Co3(P2O7)2,1,"Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,P:1a,P:1a,P:1a,P:1a,P:1a,P:1a,P:1a,P:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpgkm,Li5Mn6O12,1,"Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Mn:1a,Mn:1a,Mn:1a,Mn:1a,Mn:1a,Mn:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpgko,Li2FePHO5,2,"Li:2i,Li:2i,Fe:1b,Fe:1a,P:2i,H:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-dpgla,Li7Mn5O12,12,"Li:2b,Li:4i,Li:4i,Li:4i,Mn:4i,Mn:4i,Mn:2d,O:4i,O:4i,O:4i,O:4i,O:4i,O:4i"
mp-dpgmf,VWO4,3,"V:1c,V:1a,V:1b,V:1d,W:1b,W:1d,W:1c,W:1a,O:2e,O:2e,O:2e,O:2e,O:2e,O:2e,O:2e,O:2e"
mp-dpgmp,Co2O3F,39,"Co:2b,Co:2a,Co:2c,Co:2c,O:2b,O:2a,O:2c,O:2c,O:2b,O:2a,F:2c,F:2c"
mp-dpgna,Li3Co2(CO3)4,1,"Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Co:1a,Co:1a,Co:1a,Co:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpgnf,Li2Co(CO3)2,7,"Li:4a,Li:4a,Co:4a,C:4a,C:4a,O:4a,O:4a,O:4a,O:4a,O:4a,O:4a"
mp-dpgnl,Mn4Cu3BiO12,12,"Mn:2e,Mn:2f,Cu:1d,Cu:1c,Cu:1b,Bi:1a,O:4j,O:4j,O:2i,O:2i"
mp-dpgok,LiCo(CO3)2,1,"Li:1a,Li:1a,Li:1a,Li:1a,Co:1a,Co:1a,Co:1a,Co:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-clb,BN,216,"B:1a,N:1d"
mp-ygk,Dy4Mo4O11,55,"Dy:4g,Dy:4g,Dy:4h,Dy:4h,Mo:4g,Mo:4h,Mo:8i,O:4e,O:4g,O:4g,O:4h,O:4h,O:8i,O:8i,O:8i"
mp-dpgoo,LiCo3(OF3)2,4,"Li:2a,Co:2a,Co:2a,Co:2a,O:2a,O:2a,F:2a,F:2a,F:2a,F:2a,F:2a,F:2a"
mp-dpgpg,Li6Mn5SbO12,5,"Li:4c,Li:4c,Li:4c,Mn:2b,Mn:2b,Mn:2b,Mn:2a,Mn:2a,Sb:2a,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c"
mp-dpgps,Li7Mn5O12,2,"Li:1b,Li:1c,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Mn:1e,Mn:1f,Mn:2i,Mn:2i,Mn:2i,Mn:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-ygl,Er4Mo4O11,55,"Er:4g,Er:4g,Er:4h,Er:4h,Mo:4g,Mo:4h,Mo:8i,O:4e,O:4g,O:4g,O:4h,O:4h,O:8i,O:8i,O:8i"
mp-dpgsn,CdFeO3,11,"Cd:2e,Cd:2e,Fe:2b,Fe:2c,O:2e,O:2e,O:4f,O:4f"
mp-dpgtd,Li7Mn2(CoO4)3,5,"Li:2b,Li:4c,Li:4c,Li:4c,Mn:2a,Mn:2a,Co:2a,Co:2b,Co:2b,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c"
mp-dpgtk,Ca3CoO6,15,"Ca:8f,Ca:4e,Co:4c,O:8f,O:8f,O:8f"
mp-dpgto,Co2O3F,38,"Co:2c,Co:2c,Co:1a,Co:1b,Co:2c,O:2c,O:2c,O:4f,O:2d,O:2e,F:2c,F:2c"
mp-ygm,Tm4Mo4O11,55,"Tm:4g,Tm:4g,Tm:4h,Tm:4h,Mo:4g,Mo:4h,Mo:8i,O:4e,O:4g,O:4g,O:4h,O:4h,O:8i,O:8i,O:8i"
mp-dpgwm,Co2O3F,12,"Co:2i,Co:1c,Co:1a,Co:2i,Co:2i,O:2i,O:2i,O:2h,O:2g,O:4j,F:2i,F:2i"
mp-dpgxs,Li2CoP2O7,1,"Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Co:1a,Co:1a,Co:1a,Co:1a,P:1a,P:1a,P:1a,P:1a,P:1a,P:1a,P:1a,P:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dpgyf,LiNi2O3,2,"Li:2i,Li:2i,Ni:2i,Ni:2i,Ni:1f,Ni:1e,Ni:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-dpgzj,Li7Mn5O12,2,"Li:2i,Li:1g,Li:1e,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Mn:1f,Mn:1a,Mn:2i,Mn:2i,Mn:2i,Mn:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-ygn,Y4Mo4O11,55,"Y:4h,Y:4h,Y:4g,Y:4g,Mo:8i,Mo:4h,Mo:4g,O:4e,O:4g,O:4g,O:4h,O:4h,O:8i,O:8i,O:8i"
mp-dphbk,CaLaFeSbO6,1,"Ca:1a,Ca:1a,La:1a,La:1a,Fe:1a,Fe:1a,Sb:1a,Sb:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dphcq,Li7Mn4CoO12,2,"Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Mn:2i,Mn:2i,Mn:2i,Mn:2i,Co:1b,Co:1a,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-dphdn,Li7Mn4CoO12,12,"Li:2i,Li:2i,Li:2i,Li:4j,Li:4j,Mn:2h,Mn:2g,Mn:4j,Co:1d,Co:1a,O:2i,O:2i,O:2i,O:2i,O:4j,O:4j,O:4j,O:4j"
mp-dphfj,Li2Ni2SbO6,20,"Li:2a,Li:2a,Ni:2b,Ni:2b,Sb:2b,O:4c,O:4c,O:4c"
mp-dphgo,LiVP2O7,1,"Li:1a,Li:1a,V:1a,V:1a,P:1a,P:1a,P:1a,P:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dphhh,Mn3(OF3)2,7,"Mn:2a,Mn:2a,Mn:2a,O:2a,O:2a,F:2a,F:2a,F:2a,F:2a,F:2a,F:2a"
mp-dphhq,Li7Mn4CoO12,2,"Li:1e,Li:1g,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Li:2i,Mn:2i,Mn:2i,Mn:2i,Mn:2i,Co:1b,Co:1d,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-dphhr,Li4TiCo5O12,1,"Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Ti:1a,Ti:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dphle,Mg10FeO11,2,"Mg:8i,Mg:8i,Mg:8i,Mg:8i,Mg:8i,Fe:4b,O:4d,O:8i,O:8i,O:8i,O:8i,O:8i"
mp-dphnn,Li4Co5SnO12,1,"Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Li:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Sn:1a,Sn:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dphpw,Ca4Mn3SbO12,2,"Ca:2i,Ca:2i,Ca:2i,Ca:2i,Mn:1h,Mn:1c,Mn:1b,Mn:2i,Mn:1d,Sb:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-dphrn,Li7Mn4CoO12,12,"Li:2a,Li:4i,Li:4i,Li:4i,Mn:4i,Mn:4i,Co:2c,O:4i,O:4i,O:4i,O:4i,O:4i,O:4i"
mp-ygs,Na9Fe2O7,29,"Na:4a,Na:4a,Na:4a,Na:4a,Na:4a,Na:4a,Na:4a,Na:4a,Na:4a,Fe:4a,Fe:4a,O:4a,O:4a,O:4a,O:4a,O:4a,O:4a,O:4a"
mp-dphts,Li6V5SbO12,5,"Li:4c,Li:4c,Li:4c,V:2a,V:2b,V:2b,V:2a,V:2a,Sb:2b,O:4c,O:4c,O:4c,O:4c,O:4c,O:4c"
mp-dphui,LiCo(CO3)2,1,"Li:1a,Li:1a,Li:1a,Li:1a,Co:1a,Co:1a,Co:1a,Co:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,C:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-dphuk,Li2Fe(CoO3)2,41,"Li:4b,Fe:2a,Co:2a,Co:2a,O:4b,O:4b,O:4b"
mp-dphxv,LiMn2O3,5,"Li:1a,Li:1b,Li:1a,Li:1b,Mn:2c,Mn:2c,Mn:1a,Mn:1b,Mn:2c,O:2c,O:2c,O:2c,O:2c,O:2c,O:2c"
